School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
Rock Bridge,6.47,7.22,13.69,1,5,1
Blue Springs South,4.72,8.5,13.23,3,1,2
Grain Valley,4.44,8.26,12.7,7,2,3
Raymore-Peculiar,4.07,7.76,11.84,10,4,4
Liberty North,6.02,5.65,11.67,2,9,5
Kickapoo,4.64,6.97,11.61,4,6,6
Lafayette (Wildwood),3.39,7.97,11.36,18,3,7
Ft. Zumwalt West,3.74,6.34,10.08,16,7,8
Francis Howell,4.21,5.37,9.59,8,11,9
Lee's Summit West,4.53,5.03,9.56,5,14,10
Helias Catholic,3.9,5.44,9.34,13,10,11
Troy Buchanan,3.88,5.31,9.18,14,12,12
Liberty,3.91,5.0,8.91,12,15,13
Park Hill,2.54,6.14,8.68,31,8,14
Jackson,4.04,4.35,8.39,11,19,15
Parkway West,4.5,3.83,8.33,6,28,16
Blue Springs,3.86,4.09,7.96,15,23,17
Ozark,3.05,4.67,7.71,21,16,18
Republic,2.5,5.1,7.6,32,13,19
Oakville,2.96,4.57,7.53,22,17,20
Joplin,4.15,3.16,7.3,9,33,21
Northwest (Cedar Hill),3.05,4.03,7.08,20,24,22
Lindbergh,2.61,4.23,6.85,29,22,23
Carthage,2.56,4.27,6.83,30,21,24
Timberland,1.98,4.46,6.45,38,18,25
Nixa,2.87,3.41,6.29,25,32,26
Lee's Summit,2.75,3.51,6.26,26,31,27
Liberty (Wentzville),2.37,3.86,6.24,33,27,28
Parkway South,2.35,3.72,6.08,34,29,29
Eureka,2.07,4.0,6.07,37,25,30
Webb City,1.91,3.88,5.79,39,26,31
Neosho,1.35,4.32,5.67,44,20,32
Francis Howell Central,3.05,2.6,5.66,19,35,33
Staley,1.9,3.61,5.5,40,30,34
Francis Howell North,2.64,2.82,5.47,27,34,35
Marquette,3.4,2.05,5.45,17,37,36
Seckman,2.88,1.03,3.91,24,42,37
Hickman,2.29,1.31,3.61,35,41,38
Park Hill South,2.07,1.41,3.49,36,39,39
Fort Osage,1.32,2.16,3.47,45,36,40
Ft. Zumwalt North,2.63,0.83,3.47,28,44,41
Willard,1.74,1.41,3.15,42,40,42
Lee's Summit North,2.95,0.15,3.1,23,47,43
Branson,0.89,0.09,0.98,46,48,44
Glendale,0.65,0.24,0.89,47,46,45
Battle,-0.12,0.86,0.74,50,43,46
Fox,-1.2,1.89,0.68,53,38,47
Central (St. Joseph),1.88,-1.45,0.43,41,53,48
Ritenour,0.34,-0.08,0.26,48,50,49
North Point,0.18,0.08,0.26,49,49,50
Oak Park,1.47,-1.46,0.01,43,54,51
Rolla,-0.34,-0.51,-0.84,51,51,52
Kirkwood,-0.72,-1.03,-1.75,52,52,53
Hazelwood West,-2.78,0.82,-1.96,57,45,54
Waynesville,-2.42,-2.37,-4.78,55,55,55
Lebanon,-1.64,-3.72,-5.36,54,57,56
William Chrisman,-3.24,-3.74,-6.98,58,58,57
Mehlville,-4.85,-3.57,-8.42,59,56,58
North Kansas City,-4.86,-4.92,-9.78,60,59,59
Pattonville,-2.66,-10.17,-12.83,56,60,60
Parkview,-9.0,-12.42,-21.42,61,61,61
Hazelwood Central,-9.48,-17.9,-27.38,62,62,62
